id,title,author,year,resource_type,availability,abstract
2719253,Profile analysis at Salzgitter-Lebenstedt. A reply to Munson and Marean,"Roebroeks, J.W.M.; Gaudzinski, S.                                                         2003",,Article / Letter to editor,closed access,
2719069,The Nemrud Dağ Project: second interim report,"Versluys, M.J.; Moormann, E.M.                                                         2003",,Article / Letter to editor,closed access,
2730212,The Prehistory of the Netherlands Volume 2,"Fokkens, H.                                                         2005",,Book (monograph),open access,
2714493,Een prehistorie van deze tijd,"Fokkens, H.; Broeke, P.W. van den                                                         2005",,Part of book or chapter of book,open access,
48195,Samnite Sanctuaries Surveyed: Preliminary Report of the Sacred Landscape Project 2004,"Stek, T.D.; Pelgrom, J.                                                         2005",,Article / Letter to editor,open access,
2724673,Boeren met gemengd bedrijf; synthese,"Fokkens, H.                                                         2005",,Part of book or chapter of book,open access,
2730941,Van steen naar brons. Technologie en materiële cultuur,"Fokkens, H.; Butler, J.                                                         2005",,Part of book or chapter of book,closed access,
2718411,Early and middle Neolithic: introduction,"Louwe Kooijmans, L.P.                                                         2005",,Part of book or chapter of book,open access,
2720576,"Review of: S. Alcock, J. F. Cherry, J. Elsner (eds.), Pausanias. Travel and Memory in Roman Greece (2001)","Versluys, M.J.                                                         2005",,Article / Letter to editor,closed access,
19827,Le début de l'Ãge du Bronze aux Pays-Bas et l'horizon de Hilversum Ancien,"Fokkens, H.                                                         2005",,Part of book or chapter of book,open access,
2720445,Longhouses in unsettled settlements settlements in Beaker period and Bronze Age,"Fokkens, H.                                                         2005",,Part of book or chapter of book,open access,
11941,Nijmegen. Geschiedenis van de oudste stad van Nederland. Prehistorie en oudheid,"Willems, W.J.H.; Enckevort, H.L.H.; Haalebos, J.K.; Thijssen, J.                                                         2005",,Book editorial,open access,
38176,The Art of Divination in Indigenous America—A Comparison of Ancient Mexican and Modern Kuna Pictography,"Frassani, A.                                                         2005",,Article / Letter to editor,open access,
2730170,"Bronze war, A collective burial at Wassenaar","Louwe Kooijmans, L.P.                                                         2005",,Part of book or chapter of book,open access,
2726297,Palaeolithic and Mesolithic: introduction,"Roebroeks, J.W.M.; Gijn, van A.L.                                                         2005",,Part of book or chapter of book,open access,
19808,De positie van West-Friesland in de Nederlandse Bronstijd,"Fokkens, H.                                                         2005",,Part of book or chapter of book,open access,
2712563,Le début de l'Âge du Bronze aux Pays-Bas et l'horizon de Hilversum Ancien,"Fokkens, H.                                                         2005",,Part of book or chapter of book,closed access,
2725668,"Review of: M.S. Venit, Monumental Tombs of Ancient Alexandria. The Theater of the Dead (2002) and J.Y. Empereur & M.-D. Nenna (éds.), Nécropolis 2. (Institut Français d’Archéologie Orientale du Caire, 2003)","Versluys, M.J.                                                         2005",,Article / Letter to editor,closed access,
2718585,Woonstalhuizen op zwervende erven. Nederzettingen in de bekertijd en de Bronstijd,"Fokkens, H.                                                         2005",,Part of book or chapter of book,open access,
44556,Homo reciprocans: Hoe uitwisseling de samenleving constitueert,"Corbey, R.H.A.                                                         2005",,Article / Letter to editor,open access,
2731556,De positie van West-Friesland in de Nederlandse Bronstijd,"Fokkens, H.                                                         2005",,Part of book or chapter of book,open access,
2713698,Editiorial; The Plio-Pleistocene Boundary and the lower/ middle Pleistocene transition: type areas and sections- an introduction. Quaternary International,"Kolfschoten, T. van; Ciaranfi, N.; Coltori, M.                                                         2005",,Part of book or chapter of book,closed access,
